Name,Count
"무녀도",218
"라스트 나잇 인 소호",238
"고스트버스터즈 라이즈",377
"강릉",613
"너에게 가는 길",300
"브라더",100
"로그 인 벨지움",280
"유체이탈자",1848
"태일이",700
"베네데타",400
"죽이러 간다",100
"장르만 로맨스",300
"연애 빠진 로맨스",642
"엔칸토: 마법의 세계",534
"언포기버블",100
"파워 오브 도그",792
"프렌치 디스패치",929
"디어 에반 핸슨",600
"틱, 틱... 붐!",100
"케이지드",100
"아담스 패밀리 2",200
"귀멸의 칼날: 남매의 연",100
"세버그",100
"이터널스",2207
"고장난 론",200
"더 하더 데이 폴",200
"라스트 듀얼: 최후의 결투",173
"듄",2595
